protocol,num_tcp_conn,seq_num,Sprint_throughput_mbps,TMobile_throughput_mbps,Verizon_throughput_mbps
TCP,8,0,15.21112727247414,85.20671999999998,124.34566570481077
TCP,8,1,31.137300610312252,84.503712,114.82573469966006
TCP,8,2,39.91651985363888,61.459872,147.12262153532762
TCP,8,3,28.53658785399575,96.589088,154.05435221119714
TCP,8,4,35.58035061021839,84.422336,165.43899853667662
TCP,8,5,49.878615132332115,85.145376,38.64070560870611
TCP,8,6,71.04300794554115,220.283264,60.60001658843319
TCP,8,7,76.28229111038738,269.86521600000003,62.085837508147875
TCP,8,8,87.14198351540917,258.87424,39.29874376257414
TCP,8,9,82.70660148254385,205.3728,76.78479090872244
TCP,8,10,75.06039721501753,217.958336,46.55893435056265
TCP,8,11,96.17659112234041,250.740384,43.67142318988346
TCP,8,12,97.65399580295768,179.336256,0.0
TCP,8,13,98.14513862666071,171.842944,0.0
TCP,8,14,115.89967885851284,134.234336,0.0
TCP,8,15,54.23707747950284,110.45008,0.0
TCP,8,16,63.64087124081798,39.535872,0.0
TCP,8,17,102.09812039086626,45.18278400000001,0.0
TCP,8,18,135.13261164371644,96.310208,0.0
TCP,8,19,151.41254439825482,109.946496,0.0
TCP,8,20,133.65560670100805,79.97830400000002,0.0
TCP,8,21,164.730449541588,63.938688,0.0
TCP,8,22,206.6509970777484,42.17616,19.832746561588994
TCP,8,23,219.96499736283081,19.006912,98.9170575235701
TCP,8,24,234.2688270651416,27.267296,37.56449137468836
TCP,8,25,259.921109721646,28.87376,40.185946294658535
TCP,8,26,308.2407402197676,85.309344,10.407773435170004
TCP,8,27,375.32332083489,81.037696,44.66332533928511
TCP,8,28,406.5355371906388,73.600832,73.3946426421267
TCP,8,29,372.83584,30.377376,107.6567222574601
TCP,8,30,334.10641165601817,68.41744,203.84095621745223
TCP,8,31,323.88341435329085,48.445952,385.67007187490304
TCP,8,32,249.3795213916404,102.672576,497.10620432902397
TCP,8,33,285.5491073901676,99.313024,928.5571222493763
TCP,8,34,202.0239157959461,0.0,1259.1068143607292
TCP,8,41,170.81425617428224,0.0,115.20745449700384
TCP,8,42,173.5419943908929,0.000672,83.88550000401017
TCP,8,43,240.50818126704928,0.005352,94.36749769980999
TCP,8,44,255.80369488193242,0.004744,62.917770163787615
TCP,8,45,249.25922512878742,0.0,173.2257869277961
TCP,8,46,250.8711034852187,0.0,331.0828714904623
TCP,8,47,222.2323120394313,0.0,433.9498007620346
TCP,8,48,285.3901121692202,0.0,346.7719440918676
TCP,8,49,258.73162026380567,0.0,378.1456406277853
TCP,8,50,303.3859663010173,0.0,139.70043236560758
TCP,8,51,311.523498160817,0.0,41.93625109902949
TCP,8,52,331.9005565250364,0.0,136.3353255661252
TCP,8,53,284.08060907961936,0.0,120.77118513474251
TCP,8,54,269.39965797685414,0.0,131.70854722881182
TCP,8,55,239.53756897931626,0.0,137.21746000603179
TCP,8,56,313.12186043890273,0.0,110.81045342448618
TCP,8,57,312.89622338061815,0.0,132.16815148370742
TCP,8,58,315.27946146189436,0.0,126.16626186360048
TCP,8,59,343.24899572708387,0.0,142.2442702276887
TCP,8,60,346.3249943749546,0.0,157.62223031943344
TCP,8,61,293.0756427056058,0.0,178.41639637276367
TCP,8,62,351.7757432531784,0.0,137.14508562856037
TCP,8,63,311.45699459834555,0.0,147.54000118612782
TCP,8,64,338.74834173440604,0.0,195.3393322209642
TCP,8,65,283.29023608304465,0.0,137.4214387867284
TCP,8,66,300.9304202077445,0.0,31.46807620400848
TCP,8,67,295.7879211372902,0.0,261.8965543364182
TCP,8,68,268.13269851409126,0.0,360.55197667741203
TCP,8,69,237.8278268102901,0.0,356.599521915327
TCP,8,70,249.38990936465987,0.0,362.28357512107885
TCP,8,71,61.67671608175458,0.0,439.81704318720847
TCP,8,72,134.89019642757222,0.0,463.3412875067425
TCP,8,73,247.6626476515424,0.0,435.4223689502775
TCP,8,74,217.47198102223985,0.0,453.52817395896966
TCP,8,75,308.6484454423798,0.0,477.9732145003045
TCP,8,76,299.197371307848,0.0,483.81462680684996
TCP,8,77,330.59191055402863,0.0,493.8968621562455
TCP,8,78,299.7545450601038,0.0,478.02005074020735
TCP,8,79,320.00222736190887,0.0,521.0723386661275
TCP,8,80,351.4111054265892,0.0,568.345768951022
TCP,8,81,351.49968,0.0,634.0972043749323
TCP,8,82,362.241490534025,0.0,555.9740893453712
TCP,8,83,425.35331585756205,0.0,754.4781481608047
TCP,8,84,432.23297220948433,0.0,82.27854736800965
TCP,8,85,508.09839543961004,0.0,136.28795888316765
TCP,8,86,556.8011657726562,0.0,94.11718827853987
TCP,8,87,546.4582239983406,0.0,0.0
TCP,8,88,552.2739467579147,0.0,83.87653161560542
TCP,8,89,534.750301029122,0.0,83.80571727928488
TCP,8,90,566.2548009970511,0.0,73.31946241675469
TCP,8,91,545.261210005238,0.0,73.3003126919514
TCP,8,92,471.84221311154846,0.0,73.32694516841522
TCP,8,93,555.7519050789771,0.0,52.33257395152917
TCP,8,94,566.2508856955426,0.0,178.13675173346428
TCP,8,95,566.2191602492471,0.0,114.97273194316828
TCP,8,96,534.7699350273583,0.0,10.486715086985404
TCP,8,97,545.2579600044631,0.0,241.15798837118717
TCP,8,98,524.3000002746645,0.0,398.0381350156712
TCP,8,99,576.7220250473384,0.0,471.62466750713486
TCP,8,100,492.79030331481454,0.0,429.90848
TCP,8,101,555.7792020704388,0.0,481.6765535657554
TCP,8,102,450.8940225892193,0.0,450.55305385627855
TCP,8,103,450.88768,0.0,272.3654105883363
TCP,8,104,356.5087001429912,0.0,104.76088747441204
TCP,8,105,366.9982750301239,0.0,104.78446797327835
TCP,8,106,387.98440532825714,0.0,104.77282627333277
TCP,8,107,377.47863020189067,0.0,104.77065991708749
TCP,8,108,398.4532750788427,0.0,52.3920757418916
TCP,8,109,419.4489008160237,0.0,62.881463628980654
TCP,8,110,440.393100176636,0.0,146.79668510654997
TCP,8,111,377.4813300963218,0.0,115.0961748138484
TCP,8,112,408.94464,0.0,125.5768852920948
TCP,8,113,377.4978902937422,0.0,136.23099791997996
TCP,8,114,408.96141068773215,0.0,104.77554910012691
TCP,8,115,387.9510137596587,0.0,104.7730510885337
TCP,8,116,377.4692708668698,0.0,115.34114246880668
TCP,8,117,471.86482506705596,0.0,73.23229622557902
TCP,8,118,429.9368659972123,0.0,94.29147258570332
TCP,8,119,545.2638100337532,0.0,94.28666178711005
TCP,8,120,503.31504000412,0.0,115.00630995564386
TCP,8,121,555.7341502228978,0.0,115.0992758029643
TCP,8,122,440.38386074057405,0.0,31.455330120870727
TCP,8,123,597.7474633518626,0.0,20.888424583958688
TCP,8,124,545.2644600447563,0.0,31.458322534549783
TCP,8,125,545.2300115970248,0.0,62.82746539889247
